Object ID,Longitude,Latitude,Distance (Parsecs),Name,Diameter (Parsecs)
14518,330.7,-3.7,7140,CP   -54  7638,0
13847,283.5,0.7,1700,CP   -55  3353,0
13824,282.3,-1.4,1880,CP   -56  2871,0
13828,282.5,-2.4,2880,CP   -57  2605,0
13825,282.4,-1.7,1920,CP   -57  2654,0
13829,282.6,-1.8,5220,CP   -57  2676,0
13835,282.9,-2,3010,CP   -57  2696,0
13833,282.8,-1.4,2750,CP   -57  2755,0
13832,282.8,-1.3,2400,CP   -57  2759,0
13848,283.5,-1.5,2810,CP   -57  2847,0
13844,283.4,-1.3,2380,CP   -57  2861,0
13852,283.6,-1.1,3780,CP   -57  2909,0
13856,283.9,-1.4,5370,CP   -57  2925,0
13855,283.9,-1,2410,CP   -57  2961,0
13861,284.1,-1.3,5500,CP   -57  2975,0
7569,284.6,0,2510,CP   -57  3254,0
7570,284.6,0,2510,CP   -57  3261,0
7572,284.6,0,2510,CP   -57  3263,0
7573,284.6,0,2510,CP   -57  3265A,0
7574,284.6,0,2510,CP   -57  3265B,0
7597,285.8,0.1,2510,CP   -57  3502,0
7604,285.9,0.1,2510,CP   -57  3506B,0
14137,297.4,3.7,4170,CP   -57  5272,0
14438,322.5,-1.3,2900,CP   -57  7059,0
13860,284.1,-1.5,3520,CP   -58  2074,0
7671,287.4,-0.6,2510,CP   -58  2611,0
7672,287.4,-0.6,3470,CP   -58  2620,0
13925,287.4,-0.4,4040,CP   -58  2663,0
14411,320.3,-1.5,1490,CP   -58  5869,0
13869,284.9,-2.3,3700,CP   -59  2049,0
13914,286.9,-1.1,6140,CP   -59  2352,0
7678,287.4,-1.4,2510,CP   -59  2438,0
13933,287.7,-0.9,5940,CP   -59  2592,0
7688,287.6,-0.8,2630,CP   -59  2600,0
7687,287.6,-0.7,2630,CP   -59  2603,0
13932,287.7,-0.9,4350,CP   -59  2611,0
13941,288,-1.4,8510,CP   -59  2621,0
7709,288,-0.8,2510,CP   -59  2704,0
13970,289,-0.5,2400,CP   -59  2854,0
13992,289.7,-0.5,4720,CP   -59  2929,0
7763,290.8,0.1,2190,CP   -59  3120,0
14155,298.4,2,3770,CP   -59  4119,0
14164,298.6,2,4070,CP   -59  4147,0
14170,298.7,2.2,4230,CP   -59  4152,0
14179,299.2,2.1,8950,CP   -59  4184,0
14184,299.3,2.4,5620,CP   -59  4193,0
14197,300.1,2.7,4630,CP   -59  4239,0
14198,300.1,2.7,3560,CP   -59  4245,0
14211,301,2.3,7940,CP   -59  4330,0
7887,302.6,3,2400,CP   -59  4468,0
7907,303.2,2.5,2400,CP   -59  4528,0
7908,303.2,2.5,2400,CP   -59  4532,0
7909,303.2,2.5,2400,CP   -59  4535,0
7910,303.2,2.5,2400,CP   -59  4537,0
7913,303.2,2.5,2400,CP   -59  4541,0
7914,303.2,2.5,2400,CP   -59  4542,0
7915,303.2,2.5,2400,CP   -59  4544,0
7916,303.2,2.5,2400,CP   -59  4546,0
7917,303.2,2.5,2400,CP   -59  4547,0
7918,303.2,2.5,2400,CP   -59  4549,0
7898,303.2,2.6,2400,CP   -59  4550,0
7895,303.2,2.6,2400,CP   -59  4551,0
7920,303.2,2.5,2400,CP   -59  4552,0
7922,303.2,2.5,2400,CP   -59  4553,0
7929,303.2,2.5,2400,CP   -59  4557,0
7930,303.2,2.5,2400,CP   -59  4558,0
7900,303.2,2.5,2400,CP   -59  4559,0
7901,303.2,2.5,2400,CP   -59  4560,0
7902,303.2,2.5,2400,CP   -59  4561,0
7903,303.2,2.5,2400,CP   -59  4562,0
7904,303.2,2.5,2400,CP   -59  4564,0
7905,303.2,2.5,2400,CP   -59  4565,0
7906,303.2,2.5,2400,CP   -59  4566,0
7994,314.8,1,3630,CP   -59  5577B,0
7996,314.9,1,3630,CP   -59  5579,0
7997,314.9,1,3630,CP   -59  5580,0
14370,315.4,-0.1,2720,CP   -59  5634,0
8002,320.1,-1.6,3980,CP   -59  5864,0
8003,320.3,-1.5,3980,CP   -59  5870,0
14413,320.4,-2.2,5520,CP   -59  5895,0
13886,285.7,-4,2960,CP   -60  1829,0
14030,291,-0.8,6700,CP   -60  2571,0
7785,291.3,-0.7,3160,CP   -60  2641,0
7781,291.2,-0.1,2190,CP   -60  2666,0
7782,291.2,-0.2,2190,CP   -60  2671,0
7783,291.2,-0.2,2190,CP   -60  2673,0
14058,292.2,-0.1,4830,CP   -60  2842,0
7794,294,0,1910,CP   -60  3094,0
7813,294.1,-0.1,1910,CP   -60  3098,0
7809,294.1,0,1910,CP   -60  3108,0
7810,294.1,0,1910,CP   -60  3116,0
7811,294.1,0,1910,CP   -60  3125,0
7812,294.1,0,1910,CP   -60  3126,0
7814,294.1,-0.1,1910,CP   -60  3133,0
7800,294.1,0,2510,CP   -60  3134,0
7801,294.1,0,2510,CP   -60  3143,0
7802,294.1,0,1910,CP   -60  3147,0
7803,294.1,0,1910,CP   -60  3161,0
14171,298.7,1.3,4190,CP   -60  3864,0
14214,301.4,1.6,1250,CP   -60  4204,0
7891,302.8,1.3,2400,CP   -60  4312,0
7893,302.9,1.6,2400,CP   -60  4323,0
14245,304.5,1.7,4490,CP   -60  4412,0
14253,305.2,1.7,1730,CP   -60  4480,0
7964,305.5,1.7,2400,CP   -60  4528,0
7968,305.8,1.8,2400,CP   -60  4551,0
7986,307.5,1.3,2400,CP   -60  4694,0
7987,307.5,1.3,2400,CP   -60  4695,0
7988,307.5,1.3,2400,CP   -60  4697,0
7989,307.5,1.3,2400,CP   -60  4701,0
7990,307.5,1.3,2400,CP   -60  4708,0
14286,307.6,1.2,1760,CP   -60  4718,0
14427,321.5,-3.6,7240,CP   -60  5868,0
14187,299.6,1,5920,CP   -61  3121,0
14202,300.2,0.9,1720,CP   -61  3212,0
7953,304.7,0.9,2400,CP   -61  3446,0
7955,304.8,0.4,2400,CP   -61  3462,0
7965,305.5,0.2,2400,CP   -61  3512,0
7969,305.8,0.2,2400,CP   -61  3549,0
7978,306.1,0.2,2400,CP   -61  3576,0
7979,306.1,0.2,2400,CP   -61  3579,0
14263,306.1,0.2,1770,CP   -61  3581,0
14265,306.6,0.2,6080,CP   -61  3639,0
14274,307,0.5,4210,CP   -61  3692,0
14280,307.2,0.2,9860,CP   -61  3726,0
14283,307.4,0.5,2180,CP   -61  3736,0
14299,308.5,0.2,3180,CP   -61  3871,0
14371,315.5,-1.5,3480,CP   -61  4664,0
8001,316,-2.1,3630,CP   -61  4698,0
14377,316.7,-1.9,6110,CP   -61  4732,0
14379,317.1,-2.5,1370,CP   -61  4769,0
14400,319.3,-4.2,950,CP   -61  4896,0
14439,322.6,-6.2,2880,CP   -61  5327,0
14444,322.9,-6.2,3220,CP   -61  5361,0
7821,294.5,-1.6,2510,CP   -62  2124,0
7820,294.5,-1.6,2510,CP   -62  2125,0
7823,294.6,-1.6,2510,CP   -62  2140,0
7825,294.7,-1.6,2510,CP   -62  2151,0
7839,294.8,-1.6,2510,CP   -62  2153,0
7837,294.8,-1.6,2510,CP   -62  2156,0
7838,294.8,-1.6,2510,CP   -62  2158,0
7830,294.8,1.7,2510,CP   -62  2166A,0
7836,294.8,-1.6,2510,CP   -62  2167,0
7849,294.9,-1.7,2510,CP   -62  2189,0
7844,294.9,-1.5,2510,CP   -62  2194,0
7852,295,-1.7,2510,CP   -62  2197,0
7864,295.2,-1,2510,CP   -62  2241,0
14189,299.7,-0.7,3610,CP   -62  2707,0
14288,307.6,-0.3,2670,CP   -62  3330,0
14309,309.2,-0.5,2640,CP   -62  3574,0
14322,310.3,-0.8,2640,CP   -62  3754,0
14337,312.1,-1.6,2060,CP   -62  4007,0
7998,315,-2.7,3630,CP   -62  4234,0
14047,291.8,-3.6,5650,CP   -63  1835,0
14156,298.4,-1.3,2060,CP   -63  2164,0
14213,301.2,-1.4,2040,CP   -63  2356,0
7948,304.4,-1.1,2400,CP   -63  2512,0
7947,304.4,-1.1,2400,CP   -63  2513,0
14248,304.7,-1.4,7380,CP   -63  2544,0
14398,319,-5.7,3630,CP   -63  3580,0
14207,300.6,-2,6460,CP   -64  1943,0
14223,302.3,-2.8,2860,CP   -64  1997,0
14329,311.2,-8.8,3610,CP   -69  2055,0
14183,299.2,-10.9,9950,CP   -72  1184,0
14168,298.6,-10.9,9950,CP   -72  1184,0
14320,310.2,-12.1,5620,CP   -72  1542,0
14341,312.6,-16.1,2680,CP   -75  1197,0
14383,317.6,-27.7,3050,CP   -76  1313,0
7646,287,-1,2510,CR  228     21,0
7648,287,-1,2510,CR 228      18,0
7651,287,-1,2510,CR 228      97,0
7647,287,-1,2510,CR 228      98,0
7179,173.6,-1.7,1320,CUFFEY     256,0
7180,173.6,-1.7,1320,CUFFEY     290,0
7181,173.6,-1.7,1320,CUFFEY     301,0
7182,173.6,-1.7,1320,CUFFEY     340,0
7183,173.6,-1.7,1320,CUFFEY     344,0
7184,173.6,-1.7,1320,CUFFEY     359,0
7185,173.6,-1.7,1320,CUFFEY     374,0
7186,173.6,-1.7,1320,CUFFEY     376,0
7187,173.6,-1.7,1320,CUFFEY     377,0
7188,173.6,-1.7,1320,CUFFEY     378,0
12824,114,1.9,4940,CY         CAS,0
6414,80.1,1.2,1820,CYG OB2      1,0
6426,80.3,0.8,1820,CYG OB2      3,0
6423,80.3,0.9,1820,CYG OB2      6,0
6425,80.3,0.8,1820,CYG OB2      7,0
6418,80.2,0.8,1820,CYG OB2      8B,0
6424,80.3,0.8,1820,CYG OB2      8C,0
6419,80.2,0.8,1820,CYG OB2      8D,0
6420,80.2,0.8,1820,CYG OB2      9,0
6416,80.1,0.8,1820,CYG OB2     22,0
15334,268.11,-4.49,924,D Vel,0
6212,59.4,-0.1,2000,ERICK        4,0
6213,59.4,-0.1,2000,ERICK       54,0
6214,59.4,-0.1,2000,ERICK       57,0
6215,59.4,-0.1,2000,ERICK       59,0
6216,59.4,-0.1,2000,ERICK      104,0
13140,145.5,-36.4,2920,ERICK      110,0
7568,284.6,0,2510,EVANS       80,0
15484,225.95,-2.7,962,FM CMa,0
15330,224.71,-1.79,775,FN CMa,0
15295,220.17,-11.94,651,FR CMa,0
15281,236.01,-7.34,500,FV CMa,0
15468,237.41,-3,1366,FY CMa,0
6632,111.5,0.8,2630,GEORGELIN,0
15399,263.06,3.93,1191,GP Vel,0
14034,291.1,-2.3,2040,GRAHAM     457,0
14038,291.3,-2.5,1610,GRAHAM     458,0
6594,109.4,0.1,2630,GRUBISSICH   1,0
6595,109.4,0.1,2630,GRUBISSICH  23,0
6596,109.4,0.1,2630,GRUBISSICH  30,0
6597,109.4,0.1,2630,GRUBISSICH  31,0
15306,224.17,-2.86,594,GU CMa,0
14240,304.1,1.2,1530,GX       304-1,0
15406,267.36,2.25,565,GX Vel,0
15379,239.81,-7.65,954,GY CMa,0
13842,283.3,-2.3,4490,HD,0
14585,338.2,-3.4,1760,HD,0
13862,284.1,-1.7,3440,HD,0
13857,284,-1.7,4310,HD,0
12827,114.2,-18.7,1940,HD          73,0
6713,117.9,1.2,2510,HD         108,0
12892,117.8,-2.8,640,HD         593,0
12886,117.6,-5.2,7910,HD         725,0
12829,114.5,-24.6,600,HD         829,0
12778,109.4,-46.7,150,HD         886,0
12897,118.4,-2.7,2060,HD        1070,0
12900,118.9,-0.1,2720,HD        1201,0
12887,117.6,-11.1,1450,HD        1337,0
12901,119,-0.9,1760,HD        1383,0
6726,119.3,-0.6,2880,HD        1544,0
12903,119.6,-0.4,2040,HD        1810AB,0
12922,120.9,9,700,HD        2083,0
6745,120.3,-0.3,2880,HD        2451,0
6752,120.7,2.5,1100,HD        2619,0
12917,120.5,-0.4,700,HD        2654,0
6753,120.8,0.1,1100,HD        2905,0
12919,120.8,-0.3,5130,HD        2928,0
6755,121.1,-1.3,1100,HD        3191,0
12913,120.3,-14.2,770,HD        3264,0
12924,121.1,-2.5,1110,HD        3283,0
12920,120.8,-8.9,210,HD        3360,0
12889,117.7,-47.5,540,HD        3379,0
12921,120.8,-23.2,1930,HD        3827,0
6762,122,1.4,2510,HD        3940,0
12925,121.6,-10.5,1030,HD        3950,0
12928,122.3,-3.3,900,HD        4362,0
12927,122.2,-15,1490,HD        4460,0
6775,122.7,2.7,2510,HD        4613,0
6777,122.8,1.8,2510,HD        4694,0
12932,122.8,-3.2,4230,HD        4768,0
12933,122.9,-1.1,1180,HD        4817,0
6779,122.9,0.9,2510,HD        4841,0
12937,123.6,-2.1,190,HD        5394A,0
6788,123.7,0.9,2510,HD        5551,0
12938,123.7,-0.9,4550,HD        5552,0
12942,123.9,-7,1370,HD        5553,0
6793,123.9,0.8,2510,HD        5689,0
6794,123.9,0.2,2510,HD        5776,0
6798,124.4,-1,2510,HD        6182,0
12952,124.6,1,3780,HD        6474,0
6801,124.6,1,2510,HD        6474,0
12949,124.5,6.9,1120,HD        6675,0
13014,129.2,-41.6,670,HD        7087,0
6813,126.7,-4.4,2510,HD        7103,0
6807,125.4,-0.9,2510,HD        7103,0
12961,125.7,-1.9,710,HD        7252,0
12967,126.4,-5.1,680,HD        7636,0
6814,126.7,-4.5,2510,HD        7902C,0
12951,124.6,15.9,2990,HD        8065,0
12975,127,0.7,1990,HD        8768,0
12935,123.3,26.4,210,HD        8890A,0
12985,127.6,-2.5,1410,HD        8906,0
12988,127.7,-2.3,850,HD        8965,0
12991,127.9,-3.7,1920,HD        8992,0
12978,127.4,0.8,3310,HD        9105,0
6816,128,-1.7,2880,HD        9311A,0
6825,128.7,-1.3,2880,HD        9973,0
13025,129.7,-6.4,4070,HD       10063,0
12997,128.3,1.8,2740,HD       10125,0
13012,129.1,-0.8,1020,HD       10362,0
6834,129.1,-0.4,2880,HD       10494,0
13064,131.3,-11.3,160,HD       10516,0
6850,129.7,-1.5,2880,HD       10756,0
13036,130.4,-3.6,2840,HD       10898,0
13069,131.6,-6.7,420,HD       11241,0
13063,131.3,-3.9,1710,HD       11554,0
13060,131.1,-2.6,530,HD       11606,0
13053,131,-1.8,1170,HD       11734,0
13026,129.8,3.4,860,HD       11744,0
13058,131.1,-1.6,2120,HD       11800,0
13057,131.1,-1.4,1500,HD       11831,0
13076,132,-3.4,1120,HD       12150,0
13038,130.6,2.6,1070,HD       12301,0
6883,132.9,-5.9,2290,HD       12323,0
6887,133.1,-6.2,2290,HD       12401,0
13045,130.8,2.6,1170,HD       12509,0
13046,130.8,2.6,1840,HD       12567,0
6884,133,-4.3,2290,HD       12727,0
13089,135.3,-11.9,2910,HD       12740,0
6888,133.2,-4.2,2290,HD       12856,0
13080,133,-3.6,6980,HD       12867,0
13052,131,3.4,690,HD       12882,0
6882,132.9,-2.9,2290,HD       12953,0
6886,133.1,-3.4,2290,HD       12993,0
6881,132.9,-2.6,2290,HD       13022,0
6879,132.7,-1.8,2290,HD       13036,0
6892,133.4,-4.3,2290,HD       13051,0
6899,133.7,-4.7,2290,HD       13136,0
13079,132.6,-0.6,1860,HD       13256,0
6897,133.5,-3.6,2290,HD       13267,0
6911,134,-5,2290,HD       13268,0
6896,133.5,-3.3,2290,HD       13338,0
6885,133.1,-1.7,2290,HD       13402,0
6893,133.5,-2.6,2290,HD       13476,0
6915,134.1,-4.5,2290,HD       13494,0
13084,134.2,-4.5,1170,HD       13561,0
13073,131.9,2.6,710,HD       13590,0
6966,134.7,-5.6,2290,HD       13621,0
13081,133.5,-2,1450,HD       13656,0
6902,133.8,-2.9,2290,HD       13658,0
6919,134.2,-4.1,2290,HD       13659,0
6909,134,-3.3,2290,HD       13716,0
6907,133.9,-2.8,2290,HD       13744,0
6953,134.6,-5,2290,HD       13745,0
6910,134,-3.3,2290,HD       13758,0
6937,134.5,-4.2,2290,HD       13831,0
6924,134.4,-3.9,2290,HD       13841,0
6925,134.4,-3.9,2290,HD       13854,0
6936,134.5,-4.2,2290,HD       13866,0
6935,134.5,-4.1,2290,HD       13890,0
6933,134.5,-4,2290,HD       13900,0
6932,134.5,-3.8,2290,HD       13969,0
13086,134.6,-4.2,850,HD       13970,0
13077,132.2,3.1,2990,HD       14010,0
6979,134.8,-4.6,2290,HD       14014,0
6914,134.1,-2.4,2290,HD       14050,0
6931,134.5,-3.7,2290,HD       14052,0
6951,134.6,-3.9,2290,HD       14053,0
6965,134.7,-4.1,2290,HD       14092,0
6945,134.6,-3.7,2290,HD       14134,0
6913,134.1,-2,2290,HD       14142,0
6948,134.6,-3.7,2290,HD       14143,0
6960,134.7,-3.7,2290,HD       14162,0
6905,133.9,-1.3,2290,HD       14242,0
6978,134.8,-3.7,2290,HD       14250,0
6988,134.9,-3.8,2290,HD       14270,0
13087,135.1,-4.4,1450,HD       14302,0
7019,135.1,-4.4,2290,HD       14302,0
6987,134.9,-3.8,2290,HD       14321,0
7027,135.3,-4.8,2290,HD       14322,0
6985,134.9,-3.6,2290,HD       14330,0
7028,135.3,-4.9,2290,HD       14331,0
7010,135,-3.9,2290,HD       14357,0
6959,134.7,-2.9,2290,HD       14404,0
6984,134.9,-3.4,2290,HD       14422,0
6993,135,-3.5,2290,HD       14433,0
7018,135.1,-3.8,2290,HD       14434,0
6918,134.2,-1.3,2290,HD       14442,0
6999,135,-3.6,2290,HD       14443,0
7022,135.2,-4.1,2290,HD       14469,0
6994,135,-3.5,2290,HD       14476,0
7016,135.1,-3.6,2290,HD       14488,0
7034,135.5,-4.8,2290,HD       14489A,0
7017,135.1,-3.6,2290,HD       14520,0
6942,134.6,-2.2,2290,HD       14528,0
7011,135.1,-3.4,2290,HD       14535,0
6992,135,-3.3,2290,HD       14542,0
7021,135.2,-3.5,2290,HD       14580,0
7031,135.4,-4,2290,HD       14605,0
13120,140.8,-18.2,2480,HD       14633,0
6974,134.8,-2.4,2290,HD       14645,0
13090,135.9,-5.2,960,HD       14662,0
6983,134.9,-2.4,2290,HD       14707,0
7037,135.6,-3.9,2290,HD       14818,0
7025,135.3,-3.1,2290,HD       14826,0
7033,135.5,-3.3,2290,HD       14899,0
6989,135,-1.8,2290,HD       14947,0
7030,135.4,-2.9,2290,HD       14956,0
13095,137.5,-7.6,3370,HD       15137,0
7035,135.6,-2.2,2290,HD       15233,0
7040,135.8,-2.6,2290,HD       15316,0
7045,136,-3.1,2290,HD       15325,0
7053,136.3,-3.4,2290,HD       15450,0
7047,136.1,-2.6,2290,HD       15497,0
7055,136.5,-3.5,2290,HD       15548,0
6955,134.7,0.9,2190,HD       15558,0
6972,134.8,0.8,2190,HD       15570,0
7049,136.2,-2.8,1000,HD       15571,0
7046,136.1,-2.3,2290,HD       15620,0
6969,134.8,1,2190,HD       15629,0
7064,137.1,-4.7,2290,HD       15642,0
7052,136.3,-2.7,2290,HD       15690A,0
7044,136,-1.8,2290,HD       15752,0
13088,135.3,0.2,4850,HD       15785,0
7023,135.3,0.2,2190,HD       15785,0
7059,136.8,-2.1,1000,HD       16243,0
7060,136.9,-2.3,1000,HD       16264,0
13094,136.4,-0.9,1760,HD       16310,0
7038,135.7,1.2,2190,HD       16429,0
13199,170.8,-52.2,260,HD       16582,0
7076,137.7,-2.7,2290,HD       16691,0
7057,136.6,0,2290,HD       16778,0
7074,137.4,-1.9,2290,HD       16779,0
7068,137.2,-1.4,2290,HD       16808,0
7081,138,-2.9,2290,HD       16832,0
13129,143.3,-14.1,730,HD       16901,0
7077,137.8,-1.8,2290,HD       17088,0
7067,137.2,-0.3,1000,HD       17114,0
7079,137.9,-1.8,2290,HD       17145,0
13113,139.7,-4.9,4760,HD       17306,0
13103,138.5,-2.2,2450,HD       17378,0
7086,138.5,-2.2,2290,HD       17378,0
7065,137.2,0.9,2190,HD       17505,0
13108,139.1,-3.2,230,HD       17506A,0
7066,137.2,0.9,2190,HD       17520,0
7089,138.8,-2.1,1000,HD       17603,0
13200,172.8,-49.2,3210,HD       17780,0
7043,136,4.7,1000,HD       17958,0
13098,137.7,1.1,5350,HD       17971,0
7085,138.4,0.1,2190,HD       18076,0
7080,138,1.5,1000,HD       18326,0
13097,137.7,2.2,510,HD       18352,0
13205,175.7,-49.1,1600,HD       18369,0
13109,139.4,-1,1340,HD       18391,0
7061,137.1,3.5,2190,HD       18409,0
7090,138.9,1.4,1000,HD       18877,0
13101,138.1,3.7,490,HD       19243,0
13180,163,-34.2,500,HD       19374,0
7095,139.7,1.3,1000,HD       19441,0
7096,139.8,1.7,1000,HD       19644,0
7100,140.1,1.5,1000,HD       19820,0
7094,139.5,3,1000,HD       19968,0
7111,141.6,-0.4,1000,HD       20041A,0
7101,140.2,2.2,1000,HD       20134,0
7103,140.6,2.4,1000,HD       20508,0
7106,141.1,1.7,1000,HD       20547A,0
13099,137.8,6.9,2290,HD       20567,0
7098,140.1,3.9,1000,HD       20798A,0
7105,140.8,3.1,1000,HD       20898,0
7122,146.6,-5.9,170,HD       20902,0
7108,141.4,2.2,1000,HD       20959,0
13268,188.2,-47.5,1470,HD       21018A,0
7097,140,5,1000,HD       21212,0
7110,141.5,2.9,1000,HD       21291A,0
7112,142.2,2.1,1000,HD       21389,0
7138,158.9,-21.3,400,HD       21483,0
13147,150.6,-9.2,550,HD       21803,0
13111,139.7,6.5,720,HD       21806,0
13216,179.8,-39.2,1450,HD       21843,0
13158,156.3,-16.8,500,HD       21856,0
7117,144.3,0.9,1000,HD       22253,0
13138,145.2,-0.3,370,HD       22298,0
13689,264.1,-50.4,2070,HD       22586,0
7113,142.9,3.9,1000,HD       22764A,0
7137,158.9,-16.7,400,HD       22951A,0
13163,159,-16.5,770,HD       23060,0
13170,160.4,-17.7,280,HD       23180AB,0
7142,160.4,-17.8,400,HD       23180AB,0
13115,140,8.8,670,HD       23475,0
7129,148.1,-1.3,1000,HD       23675AB,0
7131,148.3,-1.4,1000,HD       23800,0
7128,148,-0.3,1000,HD       24094,0
13123,141.8,7.4,2100,HD       24116,0
7139,160.2,-15.1,400,HD       24131,0
7141,160.4,-15.2,400,HD       24190,0
7143,162.3,-16.7,400,HD       24398A,0
7133,148.8,-0.7,1000,HD       24431,0
7136,151.1,-3.5,1000,HD       24432,0
13155,153.9,-6.5,810,HD       24560,0
13171,160.5,-14,300,HD       24640,0
13161,157.4,-10.1,170,HD       24760AB,0
13146,149.9,-1.3,1820,HD       24775,0
7140,160.4,-13.1,400,HD       24912,0
13145,149.8,-0.5,2650,HD       25030,0
7132,148.7,0.8,1000,HD       25056,0
13210,178.3,-29.4,130,HD       25204,0
13139,145.5,5,2910,HD       25291,0
7135,149.4,0.7,1000,HD       25348,0
7116,143.7,7.3,1000,HD       25443,0
13156,155.5,-6,1540,HD       25517,0
13131,143.7,7.7,910,HD       25638B,0
13132,143.7,7.7,550,HD       25639A,0
7125,147.4,4,3310,HD       25914,0
13160,157.4,-5.4,380,HD       26630A,0
13168,159.5,-7.5,700,HD       26673/4,0
13153,152.8,0.6,410,HD       27192,0
13154,153.3,0.2,1560,HD       27257,0
13159,156.8,-2.1,670,HD       27846,0
13150,151.9,4,430,HD       28446A,0
13149,151.9,4,790,HD       28446B,0
13353,208.8,-37.4,470,HD       28497,0
13605,250.4,-43.2,390,HD       28873,0
14149,298,-30.5,4350,HD       29138,0
13319,199.3,-31.4,320,HD       29248,0
13341,205.7,-32.1,410,HD       30076,0
13167,159.5,0.6,2920,HD       30178,0
13133,144.1,14,1200,HD       30614,0
13283,190.2,-22.2,1440,HD       30677,0
13296,192.9,-23.5,270,HD       30836,0
13174,162.3,0,2030,HD       31118,0
13175,162.4,0.1,2720,HD       31220,0
13308,196.3,-24.6,280,HD       31237,0
7144,168.1,-4.4,1320,HD       31327,0
13178,162.9,0.5,910,HD       31617,0
13377,213.5,-31.5,700,HD       31726,0
13179,163,0.9,1290,HD       31894,0
13181,164.2,0,2940,HD       31895,0
13144,149.6,11.4,370,HD       31910A,0
13177,162.8,1.2,970,HD       31964A,0
13207,176.5,-9.4,450,HD       32018,0
13382,214.3,-30.2,560,HD       32612,0
13191,167,-0.4,1110,HD       32989,0
13213,179.2,-9.6,260,HD       32990A,0
13223,181.3,-11.1,250,HD       32991,0
13190,167,-0.2,1030,HD       33088,0
13197,169.1,-1.7,830,HD       33152,0
13186,166,0.8,880,HD       33232,0
7193,174.2,-5.3,1320,HD       33299,0
13356,209.1,-26.7,280,HD       33328,0
13185,166,1.1,560,HD       33461,0
13189,166.9,0.7,600,HD       33604,0
7151,172.1,-2.3,500,HD       34078,0
7343,209.2,-25.2,500,HD       34085,0
7149,170.4,-0.6,1320,HD       34333,0
7148,170.1,0.3,1320,HD       34656,0
7275,203.3,-21,500,HD       34748,0
13406,220.3,-28.4,630,HD       34798A,0
7359,214.8,-26.2,500,HD       34816,0
7146,170,0.7,1320,HD       34921,0
13301,194.6,-15.6,520,HD       34989,0
13329,201.9,-19.7,250,HD       35039,0
7261,199.1,-17.9,500,HD       35149A,0
7204,176.5,-3.2,1320,HD       35215,0
7268,202.4,-19.3,500,HD       35299,0
7360,216,-25.7,500,HD       35337,0
7208,177,-3.3,1320,HD       35347,0
13339,204.9,-20.4,230,HD       35411AB,0
7264,201,-18.3,500,HD       35439,0
13314,196.9,-16,120,HD       35468,0
7205,176.8,-2.7,1320,HD       35600,0
7207,177,-2.9,1320,HD       35601,0
7160,173,-0.1,3020,HD       35619,0
13206,175.8,-2,3840,HD       35621,0
7162,173.2,-0.2,1320,HD       35633,0
7159,173,0,1320,HD       35652,0
7189,173.7,-0.5,1320,HD       35653,0
13237,183.8,-7.2,350,HD       35708,0
13322,200.1,-17.2,340,HD       35715A,0
7262,199.4,-16.8,500,HD       35762,0
7284,205.2,-19.8,500,HD       35777,0
7266,201.9,-17.8,500,HD       35912,0
7155,172.8,0.6,1320,HD       35921,0
7153,172.3,1,3020,HD       35952,0
7265,201.7,-17.2,500,HD       36166,0
7170,173.4,0.7,1320,HD       36212,0
7169,173.4,0.8,3020,HD       36280,0
7319,207.5,-20,500,HD       36285,0
13324,200.4,-16.2,1130,HD       36340,0
7263,200.5,-16.2,500,HD       36351AB,0
7203,175.8,-0.6,1320,HD       36371,0
13261,187.2,-8.1,690,HD       36389,0
7350,209.8,-20.8,500,HD       36430,0
7152,172.3,1.9,1320,HD       36483,0
7274,203.3,-17.7,500,HD       36485C,0
7279,203.9,-17.8,500,HD       36486,0
7352,210.4,-21,500,HD       36512,0
13234,183.3,-5.3,1730,HD       36547,0
13264,187.4,-7.8,400,HD       36576,0
7281,205.1,-18.2,500,HD       36591A,0
7322,208,-19.5,500,HD       36629,0
13408,221,-25.2,320,HD       36673A,0
13338,204.8,-17.8,640,HD       36695,0
7269,202.5,-16.5,500,HD       36741,0
13232,183,-4.5,410,HD       36819,0
7257,195.4,-12.3,500,HD       36822,0
7308,206.5,-18.5,500,HD       36827,0
7255,195.1,-12,500,HD       36861,0
7254,195.1,-12,500,HD       36862,0
13247,185.2,-5.9,1560,HD       36879,0
7256,195.4,-12.1,500,HD       36895,0
13349,208.4,-19.1,1000,HD       36958A,0
7346,209.6,-19.7,500,HD       36959B,0
7347,209.6,-19.7,500,HD       36960A,0
13355,209.1,-19.4,1100,HD       36982,0
7324,208.1,-18.9,500,HD       37016AB,0
7326,208.2,-19,500,HD       37017,0
7329,208.5,-19.1,500,HD       37018A,0
7338,209,-19.4,500,HD       37020A,0
7337,209,-19.4,500,HD       37021,0
7340,209,-19.4,500,HD       37022,0
7339,209,-19.4,500,HD       37023D,0
7192,174.1,1.6,1320,HD       37032,0
7323,208.1,-18.9,500,HD       37040,0
7341,209.1,-19.4,500,HD       37041,0
7342,209.1,-19.4,500,HD       37042B,0
7345,209.5,-19.6,500,HD       37043,0
7328,208.5,-19.1,500,HD       37058,0
7336,208.9,-19.3,500,HD       37061,0
7283,205.2,-17.2,500,HD       37128A,0
7325,208.2,-18.8,500,HD       37129,0
7344,209.4,-19.3,500,HD       37150,0
7349,209.8,-19.4,500,HD       37209A,0
7258,196.2,-12,500,HD       37232,0
